project_type,area_hectares,duration_years,baseline_emissions,expected_emission_reduction,location,emission_factor,carbon_credits_generated
electric_mobility,280.76,25,779,216,Meghalaya,1.81,743.91
wetland_restoration,249.75,17,1367,501,Bihar,1.79,2099.67
wind_energy,296.81,19,1130,296,Ladakh,1.57,1580.99
solar_power,426.13,25,819,527,Chhattisgarh,1.25,750
reforestation,4.94,9,1356,546,Chhattisgarh,1.87,1761.54
wind_energy,384.06,18,1337,1343,Delhi,0.55,569.8
reforestation,377.69,28,1292,229,Manipur,1.86,1815.36
carbon_sequestration,373.73,22,1010,361,Uttarakhand,1,786
green_building,15.95,8,1374,340,Kerala,2.13,2208.81
afforestation,329.91,22,1010,110,Chandigarh,2.19,1977.57
carbon_sequestration,495.09,11,1037,247,Himachal Pradesh,0.89,639.91
electric_mobility,33.06,18,813,67,Chandigarh,1.69,1002.17
sustainable_agriculture,130.42,22,959,123,Meghalaya,2.35,1595.65
wind_energy,186.01,11,494,948,West Bengal,1.34,369.84
afforestation,472.82,20,1304,520,Andhra Pradesh,0.91,1084.72
green_building,187.56,24,1292,992,West Bengal,1.2,1395.6
electric_mobility,84.81,7,487,281,Mizoram,1.15,297.85
carbon_sequestration,392.66,20,970,846,Karnataka,2.32,1932.56
solar_power,336.02,28,1314,837,Dadra and Nagar Haveli and Daman and Diu,1.54,1402.94
electric_mobility,93.52,14,1097,896,Karnataka,0.8,570.4
sustainable_agriculture,250.87,26,1249,1184,Gujarat,2.07,2332.89
solar_power,324.53,13,1089,457,Sikkim,1.07,938.39
wetland_restoration,87.93,14,1559,1225,Uttar Pradesh,2.35,2890.5
methane_capture,82.95,6,589,328,Nagaland,1.91,756.36
biochar_production,425.28,15,1229,734,Chhattisgarh,1.7,1655.8
electric_mobility,406.17,9,1163,707,Punjab,1.32,1095.6
methane_capture,203.15,18,1239,1183,Odisha,0.62,698.12
biochar_production,339.83,27,1062,661,Chhattisgarh,0.57,486.21
biochar_production,216.78,5,1172,403,Dadra and Nagar Haveli and Daman and Diu,1.59,1300.62
methane_capture,449.12,16,966,744,Madhya Pradesh,0.63,465.57
sustainable_agriculture,316.43,14,1039,145,Goa,1.71,1398.78
biochar_production,75.96,24,756,160,Puducherry,1.65,628.65
carbon_sequestration,117.43,20,955,149,Puducherry,1.04,530.4
solar_power,169.54,26,847,360,Nagaland,0.7,441
wind_energy,388.24,21,1800,1411,Delhi,1,1481
afforestation,68.07,25,1495,1144,Tamil Nadu,0.56,611.52
wind_energy,170.17,8,1290,245,Ladakh,2.25,2490.75
carbon_sequestration,365.76,12,700,261,Ladakh,1.18,592.36
solar_power,461.13,22,1010,779,Punjab,1.4,855.4
geothermal_energy,298.49,11,609,178,Sikkim,2.13,705.03
electric_mobility,431.99,9,741,339,Tripura,0.57,265.62
afforestation,272.61,12,722,390,Meghalaya,1.25,618.75
green_building,435.37,5,1286,320,Himachal Pradesh,2.08,2059.2
sustainable_agriculture,196.01,18,1358,278,Lakshadweep,0.72,829.44
sustainable_agriculture,371.65,13,604,800,Madhya Pradesh,1.17,327.6
afforestation,392.8,12,950,144,Goa,1.42,761.12
afforestation,488.41,22,1409,451,Assam,1.07,1075.35
afforestation,358.52,18,1568,181,Kerala,0.85,1001.3
solar_power,336.71,14,1445,386,Kerala,2.28,2676.72
biochar_production,449.55,5,1144,232,Himachal Pradesh,2.24,2150.4
reforestation,252.14,5,1095,1042,Odisha,1.85,1156.25
reforestation,204.54,10,580,425,Dadra and Nagar Haveli and Daman and Diu,1.52,477.28
carbon_sequestration,341.18,28,1547,1230,Tamil Nadu,1.55,1669.35
biochar_production,277.93,6,1128,889,Chhattisgarh,1.26,975.24
solar_power,43.86,26,432,469,Bihar,2.43,607.5
carbon_sequestration,143.77,9,855,60,Andaman and Nicobar Islands,1.27,895.35
sustainable_agriculture,98.51,21,1216,894,Chhattisgarh,0.82,792.12
sustainable_agriculture,477.72,22,1261,297,Arunachal Pradesh,2.21,1889.55
methane_capture,93.79,26,1005,413,Dadra and Nagar Haveli and Daman and Diu,2.04,1725.84
geothermal_energy,158.6,18,1185,283,Mizoram,1.42,1040.86
carbon_sequestration,122.84,19,720,266,Uttarakhand,1.9,889.2
biochar_production,447.6,27,552,738,Haryana,0.84,185.64
electric_mobility,450.75,6,1386,209,Jammu and Kashmir,1.17,1372.41
methane_capture,262.89,28,1183,491,Nagaland,1.58,1630.56
electric_mobility,378.53,16,1486,1285,Tamil Nadu,2.12,2724.2
geothermal_energy,301.24,20,1354,351,Mizoram,1.49,1439.34
solar_power,186.19,28,1202,278,Goa,2.25,2274.75
wetland_restoration,114.57,29,681,283,Andaman and Nicobar Islands,2.11,578.14
sustainable_agriculture,124.22,10,760,466,Goa,1.96,1038.8
geothermal_energy,280.83,26,1018,266,Uttarakhand,1.57,963.98
sustainable_agriculture,322.58,10,1393,109,Himachal Pradesh,1.44,1290.24
sustainable_agriculture,25.5,17,1523,681,Andhra Pradesh,1.9,2061.5
afforestation,492.95,25,1178,107,Manipur,2.08,2219.36
carbon_sequestration,478.21,5,1085,330,Nagaland,1.58,1350.9
carbon_sequestration,498.75,25,357,923,Odisha,1.03,246.17
wind_energy,37.5,8,1242,1194,Karnataka,2.02,2074.54
methane_capture,136.63,18,1242,1001,Maharashtra,1.05,1135.05
carbon_sequestration,15.33,27,711,197,Andaman and Nicobar Islands,2.47,1052.22
afforestation,287.85,5,589,120,Mizoram,1.68,819.84
wind_energy,61.23,16,675,218,Chandigarh,1.77,743.4
geothermal_energy,402.23,6,911,312,Manipur,0.77,406.56
reforestation,440,22,1401,380,Manipur,2.4,2532
methane_capture,379.48,21,905,451,Rajasthan,0.95,390.45
sustainable_agriculture,301.02,24,1514,1379,Tamil Nadu,1.66,1995.32
electric_mobility,452.89,8,1555,232,Ladakh,0.56,671.44
biochar_production,247.3,19,803,338,Sikkim,2.07,888.03
electric_mobility,203.01,13,778,838,West Bengal,1.59,691.65
reforestation,249.12,10,595,144,Lakshadweep,1.83,680.76
afforestation,224.43,17,1309,1051,Karnataka,1.95,2035.8
afforestation,287.94,14,1163,755,Bihar,1.16,1180.88
carbon_sequestration,239.61,24,559,236,Arunachal Pradesh,0.92,287.96
solar_power,149.01,5,1039,158,Nagaland,2.28,1741.92
afforestation,241.47,19,1239,222,Uttarakhand,1.94,2027.3
biochar_production,297.43,5,1313,459,Chhattisgarh,1.06,873.44
biochar_production,120.18,9,1264,847,Rajasthan,2.29,2452.59
geothermal_energy,51.22,19,1437,1306,Uttar Pradesh,1.37,1415.21
electric_mobility,91.1,18,1188,1163,Karnataka,1.86,1757.7
methane_capture,268.72,26,1138,969,Haryana,2.23,1683.65
geothermal_energy,352.02,20,1020,567,Dadra and Nagar Haveli and Daman and Diu,0.91,685.23
geothermal_energy,109.26,27,1542,1303,Tamil Nadu,0.84,1098.72
afforestation,190.95,12,966,407,Meghalaya,1.56,811.2
wetland_restoration,388.52,7,680,430,Sikkim,2.24,1180.48
green_building,480.35,9,983,229,Andaman and Nicobar Islands,0.69,547.17
sustainable_agriculture,257.26,5,1258,1459,Uttar Pradesh,2.2,2358.4
methane_capture,186.47,8,1450,1141,Maharashtra,0.7,733.6
wetland_restoration,383,17,1596,1462,Maharashtra,1.03,1168.02
wind_energy,88.8,12,1884,1397,Uttar Pradesh,1.05,1459.5
geothermal_energy,297.68,17,594,831,Karnataka,2.35,723.8
biochar_production,37.74,24,1355,1306,Uttar Pradesh,2.08,2107.04
wind_energy,203.27,7,1550,1461,Tamil Nadu,2.05,2968.4
wetland_restoration,102.07,26,1095,475,Chhattisgarh,2.05,1773.25
reforestation,58.32,6,1386,342,Arunachal Pradesh,0.61,700.89
electric_mobility,234.01,24,620,213,Chandigarh,2.21,640.9
green_building,104.66,14,955,237,Goa,1.92,998.4
wind_energy,335.22,28,1234,829,Odisha,1.09,1061.66
methane_capture,315.23,5,1373,1090,Delhi,0.88,894.96
sustainable_agriculture,190.84,18,478,1149,Punjab,1.66,345.28
afforestation,132.72,12,977,986,Odisha,2.4,1452
wind_energy,461.48,11,1354,258,Assam,2.2,1980
green_building,485.98,16,532,193,Sikkim,2.3,563.5
sustainable_agriculture,253.6,8,1355,452,Arunachal Pradesh,1.86,2200.38
afforestation,485.5,21,1284,128,Manipur,0.6,529.8
carbon_sequestration,446.86,16,701,979,Telangana,0.83,297.14
methane_capture,42.99,21,1074,813,Karnataka,2.46,2081.16
sustainable_agriculture,118.11,26,1151,449,Andhra Pradesh,2.11,1489.66
geothermal_energy,103.83,12,1383,111,Goa,1.68,1518.72
afforestation,362.92,23,606,72,Jammu and Kashmir,1.84,623.76
afforestation,84.77,19,1533,352,Uttarakhand,1.41,1501.65
reforestation,393.81,21,833,363,Arunachal Pradesh,2.28,1345.2
green_building,394.19,22,840,218,Puducherry,2.2,862.4
carbon_sequestration,58.19,26,1562,1468,Maharashtra,1.08,1277.64
reforestation,445.69,18,658,182,Meghalaya,1.52,358.72
biochar_production,383.43,8,653,377,Assam,2.09,608.19
electric_mobility,125.64,8,1591,1081,Uttar Pradesh,2.31,2649.57
biochar_production,426.27,15,1012,83,Puducherry,2.22,1795.98
carbon_sequestration,192.89,17,741,883,Karnataka,0.85,447.95
electric_mobility,100.51,5,769,895,Haryana,2.15,752.5
reforestation,422.78,11,1450,834,West Bengal,1.17,1178.19
solar_power,251.02,8,1062,362,Sikkim,1.65,1404.15
afforestation,354.97,18,786,133,Uttarakhand,0.92,531.76
geothermal_energy,153.49,7,1144,137,Andaman and Nicobar Islands,0.74,765.9
reforestation,159.6,7,806,250,Uttarakhand,0.52,277.16
methane_capture,275.28,7,996,302,Arunachal Pradesh,2.18,1757.08
methane_capture,342.13,9,1357,1080,Punjab,2.46,2922.48
carbon_sequestration,470.44,13,1158,706,Dadra and Nagar Haveli and Daman and Diu,0.84,708.12
green_building,194.02,25,1540,1138,Odisha,0.84,924
solar_power,186.48,5,1478,574,Andhra Pradesh,2.11,2261.92
reforestation,475.53,15,875,324,Goa,0.94,466.24
methane_capture,208.16,28,1430,831,Bihar,1.46,1527.16
sustainable_agriculture,140.82,21,1396,727,Rajasthan,0.63,658.35
green_building,283.29,17,1409,247,Uttarakhand,2.49,2651.85
carbon_sequestration,85.25,5,673,903,Haryana,0.62,197.78
carbon_sequestration,161.13,19,1057,209,Manipur,1.95,1203.15
solar_power,415.49,16,1371,307,Himachal Pradesh,1.02,1198.5
electric_mobility,4.54,11,1483,301,Manipur,1.58,1592.64
reforestation,289.98,14,603,425,Arunachal Pradesh,1.28,569.6
wetland_restoration,9.74,23,1577,1497,Maharashtra,2.4,3175.2
reforestation,1.63,8,505,138,Assam,1.96,417.48
electric_mobility,434.69,12,629,1191,Haryana,1.45,408.9
wetland_restoration,471.47,27,1210,282,Chandigarh,0.94,833.78
electric_mobility,159.1,27,1055,1190,Odisha,0.69,520.26
wind_energy,109.53,19,966,332,Mizoram,2.36,1694.48
biochar_production,59.75,6,1361,802,Jharkhand,1.39,1666.61
solar_power,294.75,7,626,1083,Karnataka,0.53,275.6
electric_mobility,28.9,10,692,237,Meghalaya,2.06,667.44
wind_energy,370.69,13,951,278,Assam,1.25,628.75
geothermal_energy,113.16,27,1314,1343,Tamil Nadu,0.7,753.9
methane_capture,113.58,13,1300,221,Nagaland,1.3,1339
carbon_sequestration,84.12,17,1489,778,West Bengal,1.12,1249.92
afforestation,237.98,29,467,724,Bihar,1.16,338.72
sustainable_agriculture,365.88,25,706,876,Haryana,1.95,742.95
reforestation,78.23,19,1142,409,Himachal Pradesh,1.09,1112.89
reforestation,369.05,23,566,496,Meghalaya,2.38,675.92
electric_mobility,70.25,14,1606,1098,Tamil Nadu,0.74,1013.06
solar_power,266.59,8,1278,222,Puducherry,2.01,2273.31
afforestation,200.4,24,831,1147,Odisha,1.7,770.1
solar_power,167.11,5,1918,1329,Tamil Nadu,2.42,3472.7
methane_capture,386.3,18,1632,1296,Maharashtra,2.24,3261.44
geothermal_energy,423.58,9,566,211,Lakshadweep,2.28,948.48
solar_power,70.46,18,1037,340,Goa,1.37,994.62
carbon_sequestration,489.57,28,1486,1319,Uttar Pradesh,1,1173
electric_mobility,116.66,18,1027,1090,Karnataka,0.91,618.8
methane_capture,496.43,7,1318,423,Sikkim,0.61,655.75
carbon_sequestration,449.94,28,1390,1081,Gujarat,2.07,2219.04
carbon_sequestration,231.9,6,1469,1485,Gujarat,1.04,1254.24
carbon_sequestration,82.69,25,1003,69,Andaman and Nicobar Islands,1.65,943.8
methane_capture,243.49,7,356,183,Manipur,0.71,154.78
green_building,345.02,21,1636,1094,Uttar Pradesh,2.45,2922.85
wind_energy,498.53,8,910,910,Karnataka,1.43,1112.54
afforestation,8.89,16,828,357,Uttarakhand,1.86,944.88
wetland_restoration,447.25,26,1147,294,Lakshadweep,1.83,1603.08
wetland_restoration,373.47,28,720,163,Andaman and Nicobar Islands,1.19,724.71
afforestation,296.46,6,1581,353,Sikkim,2.32,2598.4
wind_energy,329.41,15,740,623,Bihar,0.98,553.7
green_building,454.99,21,1068,375,Kerala,1.96,1428.84
carbon_sequestration,419.32,15,1394,1099,Uttar Pradesh,1.71,2106.72
electric_mobility,367.68,11,1083,1142,Karnataka,1.48,1380.84
wetland_restoration,342.14,6,1000,484,Goa,1.66,971.1
wind_energy,70.94,7,1506,399,Uttarakhand,2.18,2441.6
sustainable_agriculture,239.33,24,593,230,Assam,1.66,690.56
biochar_production,86.41,22,936,784,Chhattisgarh,0.55,337.7
wind_energy,214.45,16,1128,406,Himachal Pradesh,2.34,2363.4
electric_mobility,115.25,6,594,1138,Odisha,1.74,635.1
wetland_restoration,155.98,7,822,181,Andaman and Nicobar Islands,0.79,316
afforestation,98.83,18,1278,162,Sikkim,1.82,1880.06
solar_power,304.17,18,1697,1041,Tamil Nadu,2.42,3051.62
wind_energy,422.16,24,503,262,Jammu and Kashmir,2.41,829.04
sustainable_agriculture,475.31,25,972,314,Mizoram,2.25,1383.75
geothermal_energy,440.74,11,1096,260,Mizoram,1.63,1483.3
electric_mobility,481.52,29,1241,64,Puducherry,1.49,1406.56
afforestation,470.47,10,1144,213,Lakshadweep,2.15,2180.1
electric_mobility,132.28,19,1321,395,Assam,1.11,982.35
reforestation,32.86,6,612,849,Haryana,1.21,572.33
afforestation,127.31,20,892,280,Lakshadweep,1.95,1470.3
reforestation,214.71,25,1204,106,Ladakh,0.98,864.36
carbon_sequestration,400.46,18,1309,260,Ladakh,2.2,1960.2
methane_capture,425.48,20,1208,470,Uttarakhand,1.37,1316.57
biochar_production,281.64,12,607,1004,Karnataka,1.8,739.8
geothermal_energy,74.79,9,663,204,Kerala,1.85,721.5
solar_power,355.97,19,1384,1118,Delhi,1.66,2040.14
reforestation,33.25,16,541,527,Madhya Pradesh,1.24,416.64
biochar_production,170.58,23,371,686,Madhya Pradesh,2.32,475.6
electric_mobility,305.23,5,933,235,Jammu and Kashmir,1.01,620.14
electric_mobility,149.8,5,969,159,Mizoram,2.29,1554.91
afforestation,436.36,24,1344,129,Jammu and Kashmir,1.38,1615.98
electric_mobility,133.27,28,1227,482,Assam,1.23,1030.74
biochar_production,231.69,20,956,150,Himachal Pradesh,1.35,633.15
wind_energy,426.28,6,1129,474,Assam,1.94,1860.46
wind_energy,205.88,8,835,290,Lakshadweep,2.19,825.63
electric_mobility,396.18,6,655,248,Assam,2.05,940.95
biochar_production,141.54,7,658,305,Sikkim,1.75,616
solar_power,106.39,29,1150,134,Arunachal Pradesh,1.18,982.94
green_building,262.56,9,754,1119,Karnataka,1.55,757.95
wind_energy,315.31,6,714,197,Jammu and Kashmir,0.64,251.52
wind_energy,107.69,13,1104,236,Jammu and Kashmir,1.4,981.4
afforestation,186.8,13,1524,312,Nagaland,1.05,1164.45
sustainable_agriculture,399.75,29,1223,657,Dadra and Nagar Haveli and Daman and Diu,1.94,1839.12
green_building,161.93,19,716,1134,Karnataka,0.72,323.28
solar_power,41.51,5,1087,843,Rajasthan,1.5,1152
afforestation,484.73,14,616,350,Nagaland,1.73,472.29
reforestation,291.49,17,764,76,Puducherry,2.17,637.98
electric_mobility,117.78,6,715,461,Himachal Pradesh,1.02,578.34
afforestation,216.86,29,763,739,Jharkhand,2.15,1300.75
carbon_sequestration,148.48,15,1240,121,Ladakh,0.55,542.3
wind_energy,163.39,20,1307,455,Nagaland,0.57,674.88
green_building,7.13,22,1046,581,Madhya Pradesh,1.18,730.42
methane_capture,370.58,28,962,70,Ladakh,2.1,1545.6
electric_mobility,7.22,9,1342,844,Haryana,0.94,935.3
biochar_production,183.76,6,727,411,Assam,2.46,1421.88
green_building,422.02,27,849,438,Goa,0.52,358.8
sustainable_agriculture,23.45,8,934,761,Andhra Pradesh,2.48,1465.68
solar_power,440.57,25,1345,207,Arunachal Pradesh,1.52,1355.84
wetland_restoration,277.28,9,1198,970,Karnataka,1.7,1395.7
carbon_sequestration,8.03,6,1384,1187,Uttar Pradesh,1.17,1262.43
carbon_sequestration,189.34,25,1537,1157,Uttar Pradesh,0.52,698.88
geothermal_energy,357.32,15,422,1108,Odisha,0.9,222.3
methane_capture,6.19,19,877,453,Mizoram,1.79,1349.66
sustainable_agriculture,189.98,20,698,334,Sikkim,1.07,322.07
reforestation,69.41,20,1529,1293,Maharashtra,2.22,2617.38
solar_power,303.68,20,1281,1176,Tamil Nadu,1.52,1778.4
afforestation,35.31,20,1354,1173,Tamil Nadu,0.88,997.04
sustainable_agriculture,243.56,24,1663,1004,Gujarat,0.61,818.01
solar_power,304.4,19,1165,247,Nagaland,1.2,856.8
solar_power,330.73,21,1306,195,Puducherry,1.2,1255.2
green_building,191.45,16,739,162,Andaman and Nicobar Islands,1.44,849.6
methane_capture,422.82,24,994,927,Punjab,2.47,2153.84
geothermal_energy,65.27,5,1239,260,Andaman and Nicobar Islands,2.45,2278.5
methane_capture,275.91,20,1093,1066,Odisha,2.09,1557.05
reforestation,226.07,13,649,240,Himachal Pradesh,2.37,1241.88
green_building,380.53,27,770,293,Nagaland,0.74,466.2
wind_energy,301.01,8,977,1011,Haryana,0.99,865.26
carbon_sequestration,388.01,24,1549,1427,Maharashtra,1.93,2366.18
solar_power,197.54,11,940,252,Goa,2.26,1349.22
carbon_sequestration,292.69,25,756,483,Kerala,2.47,723.71
green_building,251.85,19,1509,373,Sikkim,1.61,1875.65
biochar_production,252.51,18,1347,74,Lakshadweep,0.71,717.1
sustainable_agriculture,143.94,24,1381,387,Assam,2.13,2006.46
reforestation,238.09,19,801,706,Chhattisgarh,1.35,531.9
solar_power,460.15,18,787,526,Rajasthan,0.78,463.32
methane_capture,489.31,14,857,460,Sikkim,0.9,603.9
wind_energy,370.29,5,1342,756,Chhattisgarh,1.88,2011.6
green_building,231.65,12,1090,709,Jharkhand,1.04,984.88
biochar_production,11.32,16,735,865,Karnataka,1.34,795.96
solar_power,55.84,7,1464,1177,Gujarat,0.8,827.2
electric_mobility,185.99,7,1431,1055,Telangana,1.96,2010.96
methane_capture,38.86,16,1160,897,Karnataka,2.01,1593.93
wind_energy,176.98,24,1545,1280,Tamil Nadu,0.97,1093.19
solar_power,13.17,29,1333,897,Telangana,1.85,2147.85
sustainable_agriculture,24.24,5,846,383,Sikkim,1.48,642.32
methane_capture,131.84,14,1080,1185,Odisha,2.5,1742.5
sustainable_agriculture,266.64,10,1289,441,Goa,2.01,1905.48
wind_energy,294.17,22,1549,1164,Uttar Pradesh,1.22,1304.18
electric_mobility,256.21,23,1713,1350,Gujarat,1.08,1342.44
solar_power,352.07,15,1086,1013,West Bengal,1.6,1244.8
sustainable_agriculture,116.77,26,890,580,Chhattisgarh,0.84,563.64
solar_power,132.04,6,769,287,Chandigarh,2.03,1270.78
green_building,229.96,6,626,447,Chhattisgarh,2.35,737.9
electric_mobility,491.4,14,1436,1251,Tamil Nadu,2.36,2636.12
wind_energy,137.14,12,925,488,Chhattisgarh,2.07,1415.88
reforestation,249.88,5,1007,174,Meghalaya,0.86,523.74
methane_capture,387.67,26,1530,565,Andhra Pradesh,1.57,1755.26
wind_energy,444.26,27,1407,1383,Uttar Pradesh,1.71,1954.53
wetland_restoration,434.69,27,1022,833,Telangana,2.33,1877.98
biochar_production,278.63,26,393,852,Telangana,1.8,433.8
afforestation,325.36,27,712,154,Uttarakhand,0.79,371.3
afforestation,269.95,27,1214,893,Andhra Pradesh,1.05,926.1
reforestation,61.51,5,1343,198,Arunachal Pradesh,1.54,1629.32
wind_energy,218.79,18,1339,395,Himachal Pradesh,1.15,1049.95
sustainable_agriculture,58.39,28,1370,1387,Gujarat,1.11,1225.44
carbon_sequestration,41.75,26,1515,1103,Tamil Nadu,1.58,1733.26
electric_mobility,367.45,22,1294,444,Nagaland,0.9,815.4
electric_mobility,287.38,7,1304,402,Arunachal Pradesh,1.96,1860.04
afforestation,79.89,25,1338,310,Meghalaya,1.49,1637.51
wind_energy,380.22,20,1317,387,Tripura,2.07,1807.11
carbon_sequestration,199.11,7,1471,744,Bihar,0.82,969.24
wetland_restoration,367.31,25,1031,850,Dadra and Nagar Haveli and Daman and Diu,1.8,1247.4
afforestation,196.56,12,446,229,Mizoram,0.52,104.52
electric_mobility,216.28,20,747,724,Dadra and Nagar Haveli and Daman and Diu,1.55,861.8
sustainable_agriculture,490.47,19,1375,208,Chandigarh,2,1896
biochar_production,42.93,28,578,898,Dadra and Nagar Haveli and Daman and Diu,1.63,560.72
afforestation,130.93,8,1178,103,Sikkim,1.2,978
carbon_sequestration,98.17,26,789,376,Goa,1.08,401.76
green_building,92.84,6,747,706,Chhattisgarh,1.42,860.52
methane_capture,484.35,10,786,286,Chandigarh,2.25,915.75
wind_energy,476.9,28,1344,810,Punjab,1.85,2212.6
geothermal_energy,297.85,9,825,435,Himachal Pradesh,1.84,1102.16
green_building,217.85,11,919,800,Bihar,2.31,1704.78
reforestation,43.1,10,1214,223,Kerala,1.7,1300.5
geothermal_energy,42.52,29,1180,587,Dadra and Nagar Haveli and Daman and Diu,0.61,610.61
biochar_production,361.74,28,807,83,Lakshadweep,1.13,597.77
geothermal_energy,103.3,14,814,172,Uttarakhand,0.95,466.45
biochar_production,394.12,22,1543,227,Lakshadweep,1.52,1594.48
methane_capture,7.58,9,480,178,Kerala,0.51,160.65
carbon_sequestration,114.48,29,1110,539,Jharkhand,1.23,864.69
geothermal_energy,113.87,25,935,308,Meghalaya,1,697
reforestation,96.55,16,1516,132,Uttarakhand,0.7,725.9
wind_energy,46.54,24,475,381,Assam,2.35,782.55
wind_energy,422.28,16,641,591,Madhya Pradesh,1.47,314.58
carbon_sequestration,420.45,10,1186,267,Chandigarh,0.7,632.8
reforestation,188.87,28,1183,401,Goa,1.12,1165.92
wetland_restoration,464.7,18,1747,1468,Maharashtra,1.49,2208.18
afforestation,23.33,27,786,159,Uttarakhand,1.54,532.84
wetland_restoration,316.74,6,1277,448,Kerala,0.97,1018.5
geothermal_energy,280.95,29,729,423,Uttarakhand,0.84,357
methane_capture,433.82,26,1417,787,West Bengal,1.63,1639.78
biochar_production,300.01,6,1526,193,Jammu and Kashmir,2.04,2178.72
